source,url_domain
Chatham News,chathamnewsandrecord.com
WFLI,chattanoogacw.com
Chattanoogan,chattanoogan.com
Pulse,chattanoogapulse.com
Daily Tribune,cheboygannews.com
Cheektowaga Bee,cheektowagabee.com
Chelsea Record,chelsearecord.com
Cheney Free Press,cheneyfreepress.com
Cherokee Scout,cherokeescout.com
Cheshire Live Crewe,cheshire-live.co.uk
Cheshire Herald,cheshireherald.com
Chesterfield Observer,chesterfieldobserver.com
Chester Telegraph,chestertelegraph.org
Chesterton Tribune,chestertontribune.com
Chetek Alert,chetekalert.com
Chevy Chaser Magazine,chevychaser.com
Crain's Chicago Business,chicagobusiness.com
Chicago Crusader,chicagocrusader.com
Chicago Defender,chicagodefender.com
Chicago Daily Law Bulletin,chicagolawbulletin.com
The Chicago Maroon,chicagomaroon.com
Chicago Reader,chicagoreader.com
Chicago Reporter,chicagoreporter.com
Chicago Tribune,chicagotribune.com
Express-Star,chickashanews.com
Chico Enterprise-Record,chicoer.com
Chiefland Citizen,chieflandcitizen.com
Pueblo Chieftain,chieftain.com
Chilkat Valley News,chilkatvalleynews.com
Chillicothe Gazette,chillicothegazette.com
Constitution-Tribune,chillicothenews.com
Chillicothe Times-Bulletin,chillicothetimesbulletin.com
中時新聞網,chinatimes.com
Chinook Observer,chinookobserver.com
Chipley Bugle Newspaper,chipleybugle.com
Washington County News,chipleypaper.com
Chippewa Herald,chippewa.com
Chisago County Press,chisagocountypress.com
Choctaw Plaindealer,choctawplaindealer.com
Choctaw Sun,choctawsun.org
Choteau Acantha,choteauacantha.com
The Christian Post,christianpost.com
Chron,chron.com
Duke Chronicle,chron.it
Chronicle-Express,chronicle-express.com
Chronicle-Independent,chronicle-independent.com
Times,chronicle-tribune.com
Citrus County Chronicle,chronicleonline.com
Chronicle-Telegram,chroniclet.com
Chronicle Times,chronicletimes.com
Chronicle,chronline.com
Cibola County Beacon,cibolabeacon.com
Crosby-Ironton Courier,cicourierinc.com
Enquirer - Cincinnati and Kentucky,cincinnati.com
Cincinnati Magazine,cincinnatimagazine.com
Cincy Business,cincymagazine.com
WMBD,ciproud.com
Circleville Herald,circlevilleherald.com
CisternYard.com,cisternyard.com
Asheville Citizen-Times,citizen-times.com
Middletown Valley Citizen,citizennewspapers.com
Citizens Voice,citizensvoice.com
Citizen Tribune,citizentribune.com
Citrus Heights Messenger,citrusheightsmessenger.com
Cincinnati CityBeat,citybeat.com
CityLimits,citylimits.org
CityNews Toronto,citynews.ca
City Pages,citypages.com
Baltimore City Paper,citypaper.com
CITYSunTimes,citysuntimes.com
City View Magazine,cityviewmag.com
Salt Lake City Weekly,cityweekly.net
Honolulu Civil Beat,civilbeat.org
Topeka Capital-Journal,cjonline.com
Central Ky News-Journal,cknj.com
Clairemont Times,clairemonttimes.com
Clanton Advertiser,clantonadvertiser.com
Clare County Review,clarecountyreview.com
Claremont Courier,claremont-courier.com
Claremore Daily Progress,claremoreprogress.com
Clarence Bee,clarencebee.com
Clarendon Enterprise,clarendonlive.com
Clarín,clarin.com
Clarinda Herald-Journal,clarindaherald.com
The Clarion Call,clarioncallnews.com
Clarion Herald,clarionherald.info
Clarion Ledger,clarionledger.com
Wright County Monitor,clarionnewsonline.com
Mount Hope Clarion,clarionpaper.com
Clark County Gazette,clarkcountygazette.com
Clarke County Democrat,clarkecountydemocrat.com
Clarke County Tribune,clarkecountytrib.com
Clarkston News,clarkstonnews.com
Creative Loafing Atlanta,clatl.com
Claxton Enterprise,claxtonenterprise.com
Clay City Times,claycity-times.com
Clay Today,claytodayonline.com
Clayton County Register,claytoncountyregister.com
Creative Loafing,clclt.com
Clear Creek Courant,clearcreekcourant.com
Clearwater Beacon,clearwatergazette.com
Clearwater Progress,clearwaterprogress.com
Clearwater Tribune,clearwatertribune.com
Cleburne Times-Review,cleburnetimesreview.com
Clermont News Leader,clermontnewsleader.com
Clermont Sun,clermontsun.com
cleveland.com,cleveland.com
Cleveland 19 News,cleveland19.com
Cleveland Daily Banner,clevelandbanner.com
Cleveland County Herald,clevelandcountyherald.com
Cleveland Magazine,clevelandmagazine.com
Cleveland Scene Magazine,clevescene.com
KPRC2 / Click2Houston,click2houston.com
WDIV Local 4 / ClickOnDetroit,clickondetroit.com
News 6 WKMG / ClickOrlando,clickorlando.com
Clifton Advocate,cliftonadvocate.com
Clifton Record,cliftonrecord.com
Climatempo,climatempo.com.br
Clinton Chronicle,clintonchronicle.com
Clinton County Leader,clintoncountyleader.com
Clinton Journal,clintondailyjournal.com
Clinton Daily News,clintondailynews.com
Clinton Herald,clintonherald.com
Sampson Independent,clintonnc.com
Clinton County News,clintonnews.net
Gibbon Reporter,clipperpubco.com
Calhoun-Liberty Journal,cljnews.com
Clear Lake Mirror Reporter,clreporter.com
Creative Loafing Tampa,cltampa.com
Central Michigan Life,cm-life.com
CNBC,cnbc.com
CNBC Indonesia,cnbcindonesia.com
Clovis News Journal,cnjonline.com
CNN,cnn.com
CNN Politics,cnn.it
CNNBrasil,cnnbrasil.com.br
CNN Indonesia,cnnindonesia.com
CNN Philippines,cnnphilippines.com
CNN TÜRK,cnnturk.com
CNSNews.com,cnsnews.com
CNYCentral.com,cnycentral.com
WFXV,cnyhomepage.com
CNY Vision,cnyvision.com
Coal Valley News,coalvalleynews.com
Coastal Courier,coastalcourier.com
Coastal Journal,coastaljournal.com
Coastal Point,coastalpoint.com
Coastal View News,coastalview.com
Coast Report,coastreportonline.com
Cobb Online,cobbonline.com
Cody Enterprise,codyenterprise.com
Coffey County Republican,coffeycountyonline.com
News and Sentinel,colbsent.com
Colfax Record,colfaxrecord.com
University of San Diego,collegemagazine.com
Rocky Mountain Collegian,collegian.com
The Collegian,collegianonline.com
Collegiate Times,collegiatetimes.com
Colorado Net,colorado.net
Coloradoan,coloradoan.com
Colorado County Citizen,coloradocountycitizen.com
Colorado Daily,coloradodaily.com
Colorado Guide,coloradoguide.com
Colorado Hometown Weekly,coloradohometownweekly.com
Colorado Magazine Online,coloradomagazineonline.com
Colorado Serenity,coloradoserenity.com
Colorado Ski Authority,coloradoskiauthority.com
Colorado Statesman,coloradostatesman.com
Columbia Basin Herald,columbiabasinherald.com
Columbia Business Times,columbiabusinesstimes.com
Chronicle,columbiachronicle.com
Columbia County Observer,columbiacountyobserver.com
Daily Herald,columbiadailyherald.com
Ravena News-Herald,columbiagreenemedia.com
Columbia Missourian,columbiamissourian.com
Columbian,columbian.com
Columbian Progress,columbianprogress.com
Columbia Spectator,columbiaspectator.com
Columbia Daily Tribune,columbiatribune.com
Columbine Courier,columbinecourier.com
Columbus Alive,columbusalive.com
Columbus Monthly,columbusmonthly.com
Columbus Parent,columbusparent.com
Columbus Post,columbuspost.com
Columbus Telegram,columbustelegram.com
WSAV,com wsavcw.com
Sentinel Express,commercecitysentinel.com
Commerce Journal,commercejournal.com
Commerce News Today,commercenewstoday.com
Danville Commercial-News,commercial-news.com
Commercial Appeal,commercialappeal.com
Commercial Record,commercialrecord.com
CommonDreams,commondreams.org
Commonwealth Times,commonwealthtimes.org
Community Advocate,communityadvocate.com
KETH,communityedtv.org
Star Herald,communitynewscorp.com
Independence Bulletin-Journal,communitynewspapergroup.com
Aventura News,communitynewspapers.com
Community Voice,communityvoiceks.com
KSAN,conchovalleyhomepage.com
Concord Monitor,concordmonitor.com
Concrete Herald,concrete-herald.com
Conejos County Citizen,conejoscountycitizen.com
Connecticut.Com,connecticut.com
Connecticut,connecticutmag.com
Oregon Observer,connectoregonwi.com
Connect Savannah,connectsavannah.com
Connect Statesboro,connectstatesboro.com
Business New Haven,conntact.com
El Conquistador,conquistadornews.com
Conservative Review,conservativereview.com
Consumer Reports,consumerreports.org
Conway Daily Sun,conwaydailysun.com
Cook County News Herald,cookcountynews-herald.com
Cooperativa,cooperativa.cl
CoopersTown Crier,coopercrier.com
Maricopa Monitor,copamonitor.com
Copiah County Courier,copiahcountycourier.com
Copper Area News,copperarea.com
Copper Country News,coppercountrynews.com
Cordele Dispatch,cordeledispatch.com
Cordell Beacon,cordellbeacon.com
The Cornell Daily Sun,cornellsun.com
Coronado Eagle & Journal,coronadonewsca.com
Corporate Connecticut,corpct.com
Jornal Correio,correio24horas.com.br
Correio Braziliense,correiobraziliense.com.br
Correio Do Estado,correiodoestado.com.br
Corridor Messenger,corridormessenger.com
Corsicana Daily Sun,corsicanadailysun.com
Cortland Standard,cortlandstandard.net
Corydon Democrat,corydondemocrat.com
Times-Republican,corydontimes.com
Coshocton Tribune,coshoctontribune.com
Cottonwood Chronicle,cottonwoodchronicle.com
Cottonwood Journal,cottonwoodholladayjournal.com
WCBD News 2,counton2.com
Country Messenger,countrymessenger.com
Stark County News,countyenews.com
Litchfield County Times,countytimes.com
Hartford Courant,courant.com
Courier Herald,courier-herald.com
Courier Journal,courier-journal.com
Courier Tribune,courier-tribune.com
Savannah Courier,courieranywhere.com
Courier-Herald,courierherald.com
Courier Journal,courierjournal.net
Courier,couriernews.com
Morton Courier,courierpapers.com
Courier-Post,courierpostonline.com
Evansville Courier,courierpress.com
Courier Standard Enterprise,courierstandardenterprise.com
Seneca Courier-Tribune,couriertribuneonline.com
Leader-Press,coveleaderpress.com
Covington Leader,covingtonleader.com
Covington News,covnews.com
High Desert Advocate,coyote-tv.com
Colorado Central,cozine.com
Sebree Banner,cpcnewspapers.com
Cascade Pioneer,cpioneer.com
WEDH,cptv.org
KIMA-2,cq9tv.com
Craig Daily Press,craigdailypress.com
Crain's Cleveland Business,crainscleveland.com
Crain's Detroit Business,crainsdetroit.com
Crain's New York Business,crainsnewyork.com
Crawford County Avalanche,crawfordcountyavalanche.com
The Creightonian Online,creightonian.com
Creighton News,creightonnews.com
Crescent-News,crescent-news.com
Times Plain Dealer,crescotimes.com
Crested Butte News,crestedbuttenews.com
Creston News Advertiser,crestonnews.com
Crestview News Bulletin,crestviewbulletin.com
crhoy.com,crhoy.com
Crofton Journal,croftonjournal.com
Diario Crónica,cronica.com.ar
Cronicas,cronicasnewspaper.com
El Cronista,cronista.com
Daily Times,crookstontimes.com
Crossroads Chronicle,crossroadschronicle.com
Cross Roads News,crossroadsnews.com
Crossville Chronicle,crossville-chronicle.com
Crowley Post-Signal,crowleypostsignal.com
Hutchinson Leader,crowrivermedia.com
Crozet Gazette,crozetgazette.com
Business Journal,csbj.com
The Record,csbsjurecord.com
County Times,csctimes.com
Independent,csindy.com
Cold Spring Record,csrecord.net
Sundial,csun.edu
The Cleveland Stater,csuohio.edu
WCCT,ct.com
Cowley Courier Traveler,ctnewsonline.com
WCLF,ctnonline.com
WTIC,ctnow.com
Connecticut Post,ctpost.com
WPCB,ctvn.org
CTV Edmonton,ctvnews.ca
The Chimes,cuchimes.com
Cuestonian,cuestonian.com
CullmanSense,cullmansense.com
Cullman Times,cullmantimes.com
Culturadoor,culturadoor.com
Culver City Observer,culvercityobserver.com
Cumberland Advocate,cumberland-advocate.com
Cumberland County News,cumberlandcountynewspaper.com
Sentinel,cumberlink.com
Ajo Copper News,cunews.info
Current-Argus,currentargus.com
Current in Carmel,currentincarmel.com
Current in Fishers,currentinfishers.com
Current in Westfield,currentinwestfield.com
Current in Noblesville,currentnoblesville.com
Current in Zionsville,currentzionsville.com
Curry County Reporter,currycountyreporter.com
Curry Coastal Pilot,currypilot.com
Custer County Chief,custercountychief.com
Glacier Reporter,cutbankpioneerpress.com
Camp Verde Bugle,cvbugle.com
Chino Valley Review,cvrnews.com
Citizen Voice & Times,cvt-news.com
KQCW,cw12.com
WCWF,cw14online.com
KXVO,cw15kxvo.com
WKCF,cw18tv.com
WNLO,cw23.com
WBUI,cw23tv.com
WGNT,cw27.com
KUCW,cw30.com
KDAF,cw33.com
WTVX,cw34.com
WZRB,cw47columbia.com
WLVI,cw56.com
WNAB,cw58.tv
WWMT-2,cw7michigan.com
WCWN,cwalbany.com
KASN,cwarkansas.com
WAZE,cwaze.com
WNUV,cwbaltimore.com
WHP-3,cwcentralpa.com
WKRC-2,cwcincinnati.com
WWHO,cwcolumbus.com
KVCW,cwlasvegas.com
WBKI,cwlouisville.com
WBMM,cwmontgomery.com
KOCB,cwokc.com
KRNS-CD,cwreno.com
WUPV,cwrichmond.tv
WHAM-2,cwrochester.com
KYUU,cwtreasurevalley.com
The Observer,cwuobserver.com
The Cypress Chronicle,cychron.com
Cynthiana Democrat,cynthianademocrat.com
Dagbladet,dagbladet.no
Daily Bangladesh,daily-bangladesh.com
Daily Chronicle,daily-chronicle.com
Daily Jeffersonian,daily-jeff.com
Daily Journal,daily-journal.com
The Daily Times,daily-times.com
Daily Tribune,daily-tribune.com
Forty-Niner,daily49er.com
Daily Advance,dailyadvance.com
Daily Advocate,dailyadvocate.com
Daily American,dailyamerican.com
Daily Astorian,dailyastorian.com
Daily Barometer,dailybarometer.com
Daily Breeze,dailybreeze.com
Daily Bruin,dailybruin.com
Inland Valley Daily Bulletin,dailybulletin.com
The Daily Californian,dailycal.org
Piqua Daily Call,dailycall.com
The Daily Caller,dailycaller.com
Daily Camera,dailycamera.com
Campus,dailycampus.com
Daily Chief-Union,dailychiefunion.com
Daily Collegian,dailycollegian.com
Daily Comet,dailycomet.com
Daily Commercial,dailycommercial.com
Daily Corinthian,dailycorinthian.com
Daily Courier,dailycourier.com
Daily Democrat,dailydem.com
Daily Democrat,dailydemocrat.com
The Daily Dot,dailydot.com
The Daily Eastern News,dailyeasternnews.com
Daily Echo,dailyecho.co.uk
Daily Egyptian,dailyegyptian.com
Oregon Daily Emerald,dailyemerald.com
Daily Freeman,dailyfreeman.com
The Daily Free Press,dailyfreepress.com
The Daily Gamecock,dailygamecock.com
Daily Gate City,dailygate.com
Daily Gazette,dailygazette.com
Daily Helmsman,dailyhelmsman.com
Daily Herald,dailyherald.com
Illini,dailyillini.com
Daily Independent,dailyindependent.com
Daily Inter Lake,dailyinterlake.com
The Daily Iowan,dailyiowan.com
Centerville Daily Iowegian,dailyiowegian.com
Daily Item,dailyitem.com
Daily Journal,dailyjournal.com
Daily Journal of Johnson Co.,dailyjournal.net
Farmington Press,dailyjournalonline.com
Daily Kos,dailykos.com
Daily Leader,dailyleader.com
Madison Daily Leader,dailyleaderextra.com
The Daily Lobo,dailylobo.com
Daily Local News,dailylocal.com
Daily Mail,dailymail.co.uk
Daily Naya Diganta,dailynayadiganta.com
Daily Nebraskan Online,dailynebraskan.com
Dailynews,dailynews.co.th
Los Angeles Daily,dailynews.com
Nexus,dailynexus.com
The Daily Northwestern,dailynorthwestern.com
DailyO,dailyo.in
The Daily Orange,dailyorange.com
Daily Pakistan,dailypakistan.com.pk
Daily Post Athenian,dailypostathenian.com
Daily Press,dailypress.com
Daily Press,dailypress.net
The Daily Princetonian,dailyprincetonian.com
Daily Progress,dailyprogress.com
Riverton Daily Ranger,dailyranger.com
Daily Record,dailyrecord.co.uk
Daily Record,dailyrecord.com
Daily Record,dailyrecord.us
Daily Record,dailyrecordnews.com
Daily Register,dailyregister.com
Fulton County Daily Report,dailyreportonline.com
Daily Republic,dailyrepublic.com
Daily Republican,dailyrepublicannews.com
Daily Sentinel,dailysentinel.com
The Daily Signal,dailysignal.com
Daily Standard,dailystandard.com
Daily Star-Journal,dailystarjournal.com
Daily Sun News,dailysunnews.com
Daily Targum,dailytargum.com
The Daily Tar Heel,dailytarheel.com
Daily Telegraph,dailytelegraph.com.au
The Daily Texan,dailytexanonline.com
Ashland Daily Tidings,dailytidings.com
Kerrville Daily Times,dailytimes.com
Daily Times Leader,dailytimesleader.com
The Daily Titan,dailytitan.com
The Daily Toreador,dailytoreador.com
Daily Tribune,dailytrib.com
Daily Tribune,dailytribune.com
Daily Tribune,dailytribune.net
Trojan,dailytrojan.com
Daily Jefferson Co Union,dailyunion.com
The Daily Utah Chronicle,dailyutahchronicle.com
Daily Wire,dailywire.com
Opelousas Daily World,dailyworld.com
Amader Shomoy,dainikamadershomoy.com
Dakaractu.com,dakaractu.com
The Dallas Morning News,dallasnews.com
Dallas Observer,dallasobserver.com
Dalton Daily Citizen,daltondailycitizen.com
Dana Point Times,danapointtimes.com
Danbury Review,danbury-ia.com
Genesee Country Express,dansvilleonline.com
Darien News-Review,dariennewsonline.com
Darien Times,darientimes.com
Daily American Republic,darnews.com
The Dartmouth Review,dartreview.com
Dassel Cokato Enterprise Dispatch,dasselcokato.com
The Davidsonian,davidsonian.com
Davis County Clipper,davisclipper.com
Davis Enterprise,davisenterprise.com
Dawsonnews,dawsonnews.com
Dawson Springs Progress,dawsonspringsprogress.com
KKAP,daystar.com
Daytona Times,daytonatimes.com
Dayton Daily News,daytondailynews.com
WBDT,daytonscw.com
The Diamondback,dbknews.com
Bulletin & Review,dbrnews.com
WDCW,dc50tv.com
El Defensor Chieftain,dchieftain.com
DCist,dcist.com
The Daily Courier,dcourier.com
Douglas County Post-Gazette,dcpostgazette.com
DC Spotlight,dcspotlight.com
WDCW,dcw50.com
Daily Dunklin Democrat,dddnews.com
